tenure_days,avg_daily_minutes_last_7d,avg_daily_minutes_last_30d,sessions_last_7d,sessions_last_30d,avg_completion_rate,unique_genres_watched_30d,days_since_last_session,binge_sessions_last_30d,peak_hour_viewing_pct,original_content_pct,recommendation_click_rate,engagement_ratio,binge_ratio,diversity_index,recency_flag,subscription_tier_Premium,subscription_tier_Standard
-0.8408637112158851,-0.6181072978053115,-0.7974201785137879,0.7154547873001847,0.8516205894060817,0.9552279207267057,-0.881310982795027,2.6812964192379702,-1.0534767911298235,-0.5212449903191556,0.1411598251427039,-1.071159838594261,-0.7957770839009048,-0.9751115322888881,-0.5371840978329073,4.813437886794658,True,False
0.33917809345627625,2.683087947356318,2.080518754173642,2.296461153822242,2.182073589273305,1.7421584516301611,1.9314771533904374,-0.383682286214255,2.405933080407238,-1.5522349777031268,-0.3918862448925612,2.6920620439106777,0.678103823840899,0.5682239869437659,-0.1755550838327573,-0.20775171998031447,True,False
-0.8137363134073297,0.22138887523504297,0.34130063565619967,0.3202031956696705,0.376458803739216,-0.6579796676253794,0.05628506260012787,-0.383682286214255,1.7140511060998256,-0.26667956133545895,0.8894745003845186,-0.8755661856574137,0.021195532963265495,1.1618145712640178,-0.2519654986701794,-0.20775171998031447,True,False
1.8718760696396584,1.1448346655794326,1.2398225280872057,1.9012095621917275,1.8969765178731859,0.15143459273246088,1.4626791306928602,1.0309232701483106,1.0221691317924133,1.2925336911896832,-1.9346445822061653,0.22758201690640403,0.015335948119340964,0.017032730074960888,-0.21103134786441763,-0.20775171998031447,False,True
-0.9697188508065234,0.6189150042335636,0.5281220192309634,-0.07504839596084381,-0.09870298192764963,1.7758840458117378,0.05628506260012787,-0.383682286214255,-0.36159481682241124,0.32518506105163564,-0.402137130854778,-0.13231030449739475,0.6618109226498755,-0.3136820240463221,-0.13501078208228848,-0.20775171998031447,False,True
0.5358517275683031,0.23867261997410916,0.7149434028057268,0.3202031956696705,0.376458803739216,-0.7816401796244941,-0.881310982795027,-0.8552174716684435,-0.36159481682241124,0.5479298114123702,-0.16124131074268686,-0.08536782779255139,0.03623513406267187,-0.44088000640066166,-0.4975704035047506,-0.20775171998031447,False,True
0.685052415515358,1.5127315178824117,1.3576979248665206,1.110706378930699,1.2317500179395742,1.522942089449913,0.05628506260012787,-0.8552174716684435,1.0221691317924133,0.4206470969205219,-0.9300577579089346,1.041251613123688,0.5790931166031414,0.21546158254773076,-0.3782765925851018,-0.20775171998031447,False,True
-1.085010291492884,-0.9218073839346163,-1.0398431643429455,-0.07504839596084381,-0.09870298192764963,-0.1071282959929603,-0.41251296009744953,0.08785289923993354,-1.0534767911298235,0.026070681995792783,0.0027728646527795113,-0.6330300560157234,-0.9023075916883652,-0.9751115322888881,-0.2870519136465468,-0.20775171998031447,False,False
1.5802565431976874,0.6386678553639248,1.5089342829984727,0.3202031956696705,0.18639408947246974,1.8883026930836602,2.6346741874368034,-0.8552174716684435,1.7140511060998256,-0.5467015332175251,-0.2227466265159868,1.6671513025215985,0.38429447379178544,1.339891746560093,0.5206665977885756,-0.20775171998031447,False,False
0.17641370660494365,1.0065647076669038,2.5653647258319574,0.3202031956696705,0.376458803739216,0.3875137520034979,-0.881310982795027,1.0309232701483106,1.0221691317924133,0.21699475373356528,-1.673246990169641,0.09457833290934789,0.7044231257648595,0.6275830453757912,-0.4975704035047506,-0.20775171998031447,False,True
-1.037537345327912,-0.19095189211124883,0.06329262438423003,-0.07504839596084381,-0.19373533906102275,-0.43876330544513104,-0.881310982795027,-0.383682286214255,-1.0534767911298235,1.3498109127110152,-0.20224485459155325,-0.9459799007146786,-0.1603539374509946,-0.9751115322888881,-0.4238889320543793,-0.20775171998031447,False,True
2.451724197797531,1.5127315178824117,2.5097631235775633,1.110706378930699,0.8516205894060817,1.2700001330880877,2.4002751760880146,0.08785289923993354,0.330287157485001,0.6561201187304415,1.2738827239676425,0.8534817063043146,0.5790931166031414,-0.07898123079895997,0.18378513893954365,-0.20775171998031447,False,False
-0.2508428088798044,0.19669781132209135,0.043276047572648246,0.3202031956696705,0.376458803739216,1.376797847996414,-0.41251296009744953,0.559388084694122,-0.36159481682241124,0.32518506105163564,-1.0838210473421843,0.5561793538403073,-0.00028961146445751444,-0.44088000640066166,-0.374767951087465,-0.20775171998031447,False,False
-1.0239736464236342,0.31027670532166857,-0.0701512210263154,-0.07504839596084381,-0.09870298192764963,2.0906562581731207,0.05628506260012787,-0.8552174716684435,2.405933080407238,-1.3358543630669848,1.314886267816509,0.9943091364188448,0.3484858997455804,2.332036008923942,-0.13501078208228848,-0.20775171998031447,False,True
0.5222880286640255,0.1744758538004348,-0.7262501276281635,0.3202031956696705,0.18639408947246974,0.33692536073113283,0.5250830852977053,-0.8552174716684435,-0.36159481682241124,-1.29766954871943,0.12065805321827071,-0.4296126569614024,-0.01962624144940849,-0.3963607125766429,-0.07799535774569152,-0.20775171998031447,False,True
-0.7730452166944966,-0.9588439798040437,-1.0954447665973395,-0.8655515792218723,-0.8589618389946346,-0.9671309476231658,-0.881310982795027,1.9739936410566874,-1.0534767911298235,-0.4003264115518993,0.638327794310211,0.08675458679187399,-0.7092993775793195,-0.9751115322888881,-0.2519654986701794,-0.20775171998031447,False,True
